Timestamp,Open,High,Low,Close,Volume
1782107640,7000.0,7000.0,7000.0,7000.0,30
1782107700,7000.0,7000.0,7000.0,7000.0,0
1782107760,7000.0,7000.0,7000.0,7000.0,0
1782107820,7000.0,7000.0,7000.0,7000.0,0
1782107880,7000.0,7000.0,7000.0,7000.0,0
1782107940,7000.0,7000.0,7000.0,7000.0,0
1782108000,7000.0,7000.0,7000.0,7000.0,0
1782108060,7000.0,7000.0,7000.0,7000.0,0
1782108120,7000.0,7000.0,7000.0,7000.0,0
1782108180,7000.0,7000.0,7000.0,7000.0,0
1782108240,7000.0,7000.0,7000.0,7000.0,0
1782108300,7000.0,7000.0,7000.0,7000.0,0
1782108360,7000.0,7000.0,7000.0,7000.0,0
1782108420,7000.0,7000.0,7000.0,7000.0,0
1782108480,7000.0,7000.0,7000.0,7000.0,0
1782108540,7000.0,7000.0,7000.0,7000.0,0
1782108600,7000.0,7000.0,7000.0,7000.0,0
1782108660,7000.0,7000.0,7000.0,7000.0,0
1782108720,7000.0,7000.0,7000.0,7000.0,0
1782108780,7000.0,7000.0,7000.0,7000.0,0
1782108840,7000.0,7000.0,7000.0,7000.0,0
1782108900,7000.0,7000.0,7000.0,7000.0,0
1782108960,7000.0,7000.0,7000.0,7000.0,0
1782109020,7000.0,7000.0,7000.0,7000.0,0
1782109080,7000.0,7000.0,7000.0,7000.0,0
1782109140,7000.0,7000.0,7000.0,7000.0,0
1782109200,7000.0,7000.0,7000.0,7000.0,0
1782109260,7000.0,7000.0,7000.0,7000.0,0
1782109320,7000.0,7000.0,7000.0,7000.0,0
1782109380,7000.0,7000.0,7000.0,7000.0,0
1782109440,7000.0,7000.0,7000.0,7000.0,0
1782109500,7000.0,7000.0,7000.0,7000.0,0
1782109560,7000.0,7000.0,7000.0,7000.0,0
1782109620,7000.0,7000.0,7000.0,7000.0,0
1782109680,7000.0,7000.0,7000.0,7000.0,0
1782109740,7000.0,7000.0,7000.0,7000.0,0
1782109800,7000.0,7000.0,7000.0,7000.0,0
1782109860,7000.0,7000.0,7000.0,7000.0,0
1782109920,7000.0,7000.0,7000.0,7000.0,0
1782109980,7000.0,7000.0,7000.0,7000.0,0
1782110040,7000.0,7000.0,7000.0,7000.0,0
1782110100,7000.0,7000.0,7000.0,7000.0,0
1782110160,7000.0,7000.0,7000.0,7000.0,0
1782110220,7000.0,7000.0,7000.0,7000.0,0
1782110280,7000.0,7000.0,7000.0,7000.0,0
1782110340,7000.0,7000.0,7000.0,7000.0,0
1782110400,7000.0,7000.0,7000.0,7000.0,0
1782110460,7000.0,7000.0,7000.0,7000.0,0
1782110520,7000.0,7000.0,7000.0,7000.0,0
1782110580,7000.0,7000.0,7000.0,7000.0,0
1782110640,7000.0,7000.0,7000.0,7000.0,0
1782110700,7000.0,7000.0,7000.0,7000.0,0
1782110760,7000.0,7000.0,7000.0,7000.0,0
1782110820,7000.0,7000.0,7000.0,7000.0,0
1782110880,7000.0,7000.0,7000.0,7000.0,0
1782110940,7000.0,7000.0,7000.0,7000.0,0
1782111000,7000.0,7000.0,7000.0,7000.0,0
1782111060,7000.0,7000.0,7000.0,7000.0,0
1782111120,7000.0,7000.0,7000.0,7000.0,0
1782111180,7000.0,7000.0,7000.0,7000.0,0
1782111240,7000.0,7000.0,7000.0,7000.0,0
1782111300,7000.0,7000.0,7000.0,7000.0,0
1782111360,7000.0,7000.0,7000.0,7000.0,0
1782111420,7000.0,7000.0,7000.0,7000.0,0
1782111480,7000.0,7000.0,7000.0,7000.0,0
1782111540,7000.0,7000.0,7000.0,7000.0,0
1782111600,7000.0,7000.0,7000.0,7000.0,0
1782111660,7000.0,7000.0,7000.0,7000.0,0
1782111720,7000.0,7000.0,7000.0,7000.0,0
1782111780,7000.0,7000.0,7000.0,7000.0,0
1782111840,7000.0,7000.0,7000.0,7000.0,0
1782111900,7000.0,7000.0,7000.0,7000.0,0
1782111960,7000.0,7000.0,7000.0,7000.0,0
1782112020,7000.0,7000.0,7000.0,7000.0,0
1782112080,7000.0,7000.0,7000.0,7000.0,0
1782112140,7000.0,7000.0,7000.0,7000.0,0
1782112200,7000.0,7000.0,7000.0,7000.0,0
1782112260,7000.0,7000.0,7000.0,7000.0,0
1782112320,7000.0,7000.0,7000.0,7000.0,0
1782112380,7000.0,7000.0,7000.0,7000.0,0
1782112440,7000.0,7000.0,7000.0,7000.0,0
1782112500,7000.0,7000.0,7000.0,7000.0,0
1782112560,7000.0,7000.0,7000.0,7000.0,0
1782112620,7000.0,7000.0,7000.0,7000.0,0
1782112680,7000.0,7000.0,7000.0,7000.0,0
1782112740,7000.0,7000.0,7000.0,7000.0,0
1782112800,7000.0,7000.0,7000.0,7000.0,0
1782112860,7000.0,7000.0,7000.0,7000.0,0
1782112920,7000.0,7000.0,7000.0,7000.0,0
1782112980,7000.0,7000.0,7000.0,7000.0,0
1782113040,7000.0,7000.0,7000.0,7000.0,0
1782113100,7000.0,7000.0,7000.0,7000.0,0
1782113160,7000.0,7000.0,7000.0,7000.0,0
1782113220,7000.0,7000.0,7000.0,7000.0,0
1782113280,7000.0,7000.0,7000.0,7000.0,0
